"STATISTIC Label","Year","Country","Sex","Origin or Destination","UNIT","VALUE"
"Estimated Migration (Persons in April)","2000","All countries","Female","Net migration","Thousand","12.9"
"Estimated Migration (Persons in April)","2000","All countries","Female","Emigrants: All destinations","Thousand","13.5"
"Estimated Migration (Persons in April)","2000","All countries","Female","Immigrants: All origins","Thousand","26.4"
"Estimated Migration (Persons in April)","2000","EU14 excl Irl (UK & Ireland)","Both sexes","Net migration","Thousand","6.2"
"Estimated Migration (Persons in April)","2000","EU14 excl Irl (UK & Ireland)","Both sexes","Emigrants: All destinations","Thousand","5.5"
"Estimated Migration (Persons in April)","2000","EU14 excl Irl (UK & Ireland)","Both sexes","Immigrants: All origins","Thousand","11.7"
"Estimated Migration (Persons in April)","2000","EU14 excl Irl (UK & Ireland)","Male","Net migration","Thousand","2.5"
"Estimated Migration (Persons in April)","2000","EU14 excl Irl (UK & Ireland)","Male","Emigrants: All destinations","Thousand","2.4"
"Estimated Migration (Persons in April)","2000","EU14 excl Irl (UK & Ireland)","Male","Immigrants: All origins","Thousand","4.9"
"Estimated Migration (Persons in April)","2000","EU14 excl Irl (UK & Ireland)","Female","Net migration","Thousand","3.1"
"Estimated Migration (Persons in April)","2000","EU14 excl Irl (UK & Ireland)","Female","Emigrants: All destinations","Thousand","3.1"
"Estimated Migration (Persons in April)","2000","EU14 excl Irl (UK & Ireland)","Female","Immigrants: All origins","Thousand","6.8"
"Estimated Migration (Persons in April)","2000","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Net migration","Thousand",""
"Estimated Migration (Persons in April)","2000","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Emigrants: All destinations","Thousand",""
"Estimated Migration (Persons in April)","2000","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Immigrants: All origins","Thousand",""
"Estimated Migration (Persons in April)","2000","EU15 to EU27 (accession countries joined post 2004)","Male","Net migration","Thousand",""
"Estimated Migration (Persons in April)","2000","EU15 to EU27 (accession countries joined post 2004)","Male","Emigrants: All destinations","Thousand",""
"Estimated Migration (Persons in April)","2000","EU15 to EU27 (accession countries joined post 2004)","Male","Immigrants: All origins","Thousand",""
"Estimated Migration (Persons in April)","2000","EU15 to EU27 (accession countries joined post 2004)","Female","Net migration","Thousand",""
"Estimated Migration (Persons in April)","2000","EU15 to EU27 (accession countries joined post 2004)","Female","Emigrants: All destinations","Thousand",""
"Estimated Migration (Persons in April)","2000","EU15 to EU27 (accession countries joined post 2004)","Female","Immigrants: All origins","Thousand",""
"Estimated Migration (Persons in April)","2001","United Kingdom (1)","Both sexes","Net migration","Thousand","12.8"
"Estimated Migration (Persons in April)","2001","United Kingdom (1)","Both sexes","Emigrants: All destinations","Thousand","7.8"
"Estimated Migration (Persons in April)","2001","United Kingdom (1)","Both sexes","Immigrants: All origins","Thousand","20.6"
"Estimated Migration (Persons in April)","2001","United Kingdom (1)","Male","Net migration","Thousand","6.8"
"Estimated Migration (Persons in April)","2001","United Kingdom (1)","Male","Emigrants: All destinations","Thousand","3.4"
"Estimated Migration (Persons in April)","2001","United Kingdom (1)","Male","Immigrants: All origins","Thousand","10.2"
"Estimated Migration (Persons in April)","2001","United Kingdom (1)","Female","Net migration","Thousand","6"
"Estimated Migration (Persons in April)","2001","United Kingdom (1)","Female","Emigrants: All destinations","Thousand","4.4"
"Estimated Migration (Persons in April)","2001","United Kingdom (1)","Female","Immigrants: All origins","Thousand","10.4"
"Estimated Migration (Persons in April)","2001","United States","Both sexes","Net migration","Thousand","3.3"
"Estimated Migration (Persons in April)","2001","United States","Both sexes","Emigrants: All destinations","Thousand","3.4"
"Estimated Migration (Persons in April)","2001","United States","Both sexes","Immigrants: All origins","Thousand","6.7"
"Estimated Migration (Persons in April)","2001","United States","Male","Net migration","Thousand","0.7"
"Estimated Migration (Persons in April)","2001","United States","Male","Emigrants: All destinations","Thousand","2"
"Estimated Migration (Persons in April)","2001","United States","Male","Immigrants: All origins","Thousand","2.7"
"Estimated Migration (Persons in April)","2001","United States","Female","Net migration","Thousand","2.5"
"Estimated Migration (Persons in April)","2001","United States","Female","Emigrants: All destinations","Thousand","1.5"
"Estimated Migration (Persons in April)","2001","United States","Female","Immigrants: All origins","Thousand","4"
"Estimated Migration (Persons in April)","2001","Canada","Both sexes","Net migration","Thousand",""
"Estimated Migration (Persons in April)","2001","Canada","Both sexes","Emigrants: All destinations","Thousand",""
"Estimated Migration (Persons in April)","2001","Canada","Both sexes","Immigrants: All origins","Thousand",""
"Estimated Migration (Persons in April)","2001","Canada","Male","Net migration","Thousand",""
"Estimated Migration (Persons in April)","2001","Canada","Male","Emigrants: All destinations","Thousand",""
"Estimated Migration (Persons in April)","2001","Canada","Male","Immigrants: All origins","Thousand",""
"Estimated Migration (Persons in April)","2001","Canada","Female","Net migration","Thousand",""
"Estimated Migration (Persons in April)","2001","Canada","Female","Emigrants: All destinations","Thousand",""
"Estimated Migration (Persons in April)","2001","Canada","Female","Immigrants: All origins","Thousand",""
"Estimated Migration (Persons in April)","2001","Australia","Both sexes","Net migration","Thousand",""
"Estimated Migration (Persons in April)","2001","Australia","Both sexes","Emigrants: All destinations","Thousand",""
"Estimated Migration (Persons in April)","2001","Australia","Both sexes","Immigrants: All origins","Thousand",""
"Estimated Migration (Persons in April)","2001","Australia","Male","Net migration","Thousand",""
"Estimated Migration (Persons in April)","2001","Australia","Male","Emigrants: All destinations","Thousand",""
"Estimated Migration (Persons in April)","2001","Australia","Male","Immigrants: All origins","Thousand",""
"Estimated Migration (Persons in April)","2001","Australia","Female","Net migration","Thousand",""
"Estimated Migration (Persons in April)","2001","Australia","Female","Emigrants: All destinations","Thousand",""
"Estimated Migration (Persons in April)","2001","Australia","Female","Immigrants: All origins","Thousand",""
"Estimated Migration (Persons in April)","2001","Other countries (23)","Both sexes","Net migration","Thousand","12"
"Estimated Migration (Persons in April)","2001","Other countries (23)","Both sexes","Emigrants: All destinations","Thousand","9.5"
"Estimated Migration (Persons in April)","2001","Other countries (23)","Both sexes","Immigrants: All origins","Thousand","21.5"
"Estimated Migration (Persons in April)","2001","Other countries (23)","Male","Net migration","Thousand","7"
"Estimated Migration (Persons in April)","2001","Other countries (23)","Male","Emigrants: All destinations","Thousand","5.2"
"Estimated Migration (Persons in April)","2001","Other countries (23)","Male","Immigrants: All origins","Thousand","12.2"
"Estimated Migration (Persons in April)","2001","Other countries (23)","Female","Net migration","Thousand","-5"
"Estimated Migration (Persons in April)","2001","Other countries (23)","Female","Emigrants: All destinations","Thousand","4.3"
"Estimated Migration (Persons in April)","2001","Other countries (23)","Female","Immigrants: All origins","Thousand","9.3"
"Estimated Migration (Persons in April)","2001","All countries","Both sexes","Net migration","Thousand","32.8"
"Estimated Migration (Persons in April)","2001","All countries","Both sexes","Emigrants: All destinations","Thousand","26.2"
"Estimated Migration (Persons in April)","2001","All countries","Both sexes","Immigrants: All origins","Thousand","59"
"Estimated Migration (Persons in April)","2001","All countries","Male","Net migration","Thousand","17.5"
"Estimated Migration (Persons in April)","2001","All countries","Male","Emigrants: All destinations","Thousand","12.6"
"Estimated Migration (Persons in April)","2001","All countries","Male","Immigrants: All origins","Thousand","30.1"
"Estimated Migration (Persons in April)","2001","All countries","Female","Net migration","Thousand","15.3"
"Estimated Migration (Persons in April)","2001","All countries","Female","Emigrants: All destinations","Thousand","13.6"
"Estimated Migration (Persons in April)","2001","All countries","Female","Immigrants: All origins","Thousand","29"
"Estimated Migration (Persons in April)","2001","EU14 excl Irl (UK & Ireland)","Both sexes","Net migration","Thousand","4.7"
"Estimated Migration (Persons in April)","2001","EU14 excl Irl (UK & Ireland)","Both sexes","Emigrants: All destinations","Thousand","5.6"
"Estimated Migration (Persons in April)","2001","EU14 excl Irl (UK & Ireland)","Both sexes","Immigrants: All origins","Thousand","10.3"
"Estimated Migration (Persons in April)","2001","EU14 excl Irl (UK & Ireland)","Male","Net migration","Thousand","3"
"Estimated Migration (Persons in April)","2001","EU14 excl Irl (UK & Ireland)","Male","Emigrants: All destinations","Thousand","2"
"Estimated Migration (Persons in April)","2001","EU14 excl Irl (UK & Ireland)","Male","Immigrants: All origins","Thousand","5"
"Estimated Migration (Persons in April)","2001","EU14 excl Irl (UK & Ireland)","Female","Net migration","Thousand","1"
"Estimated Migration (Persons in April)","2001","EU14 excl Irl (UK & Ireland)","Female","Emigrants: All destinations","Thousand","3.6"
"Estimated Migration (Persons in April)","2001","EU14 excl Irl (UK & Ireland)","Female","Immigrants: All origins","Thousand","5.4"
"Estimated Migration (Persons in April)","2001","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Net migration","Thousand",""
"Estimated Migration (Persons in April)","2001","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Emigrants: All destinations","Thousand",""
"Estimated Migration (Persons in April)","2001","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Immigrants: All origins","Thousand",""
"Estimated Migration (Persons in April)","2001","EU15 to EU27 (accession countries joined post 2004)","Male","Net migration","Thousand",""
"Estimated Migration (Persons in April)","2001","EU15 to EU27 (accession countries joined post 2004)","Male","Emigrants: All destinations","Thousand",""
